,price,Stan nieruchomości,Pow. całkowita,Piętro,Liczba pięter,Typ kuchni,łazienka razem z WC,Taras,Rynek,Dostępne od,Kredyt,Typ budynku,Materiał budowlany,Rok budowy,Data dodania,Aktualizacja,Numer ogłoszenia,title,url,Liczba poziomów mieszkania,Liczba sypialni,Balkon,Rodzaj umowy,Ogrzewanie,Wysokość wnętrza,Liczba łazienek,Forma własności,Stan budynku,Pow. balkonu,Cena do negocjacji,Pow. łazienki,Pow. ogródka,Pow. tarasu,Stolarka okienna,Dodatkowe koszty,Pow. loggii,Inwestycja,Kominek,Zapotrzebowanie energetyczne,Pow. użytkowa,Typ nieruchomości,Typ domu,Dach,Urządzony ogród
1676,1 260 000 zł,Do remontu,"63,30 m²",Parter/3,3,Kuchnia zamykana z oknem,,,Wtórny,,,Kamienica,Cegła przedwojenna,1937,06.05.2023,15.05.2023,morizon-COFE649,"Mieszkanie na sprzedaż, 63 m², Warszawa Żoliborz | 5168 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-zoliborz-mickiewicza-63m2-mzn2042055168,,,,Na wyłączność,Ogrzewanie miejskie,290 cm,,Spółdzielcza własnościowa z KW,,,,,,,,,,,,,,,,,
1677,1 250 000 zł,,"98,90 m²",3/4,4,,,,Wtórny,2023-06-06,,Blok Mieszkalny,Konstrukcja mieszana,2000,05.05.2023,05.05.2023,morizon-SDP470835,"Mieszkanie na sprzedaż, 98 m², Warszawa Bemowo | 4356 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bemowo-lazurowa-98m2-mzn2041034356,2,,,,Co Miejskie,,,,,,,,,,,,,,,,,,,,
1678,1 174 800 zł,,"65,69 m²",1/2,2,,,,Pierwotny,,,,,2024,01.07.2022,11.05.2023,morizon-5C0111,"Mieszkanie na sprzedaż, 65 m², Warszawa Mokotów | 7644 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-bialego-debu-65m2-mzn2040647644,,,,,,,,,,,,,,,,,,Jaśminowy Mokotów,,,,,,,
1679,1 171 400 zł,,"65,71 m²",1/2,2,,,,Pierwotny,,,,,2024,01.07.2022,11.05.2023,morizon-5B0111,"Mieszkanie na sprzedaż, 65 m², Warszawa Mokotów | 7629 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-bialego-debu-65m2-mzn2040647629,,,,,,,,,,,,,,,,,,Jaśminowy Mokotów,,,,,,,
1680,1 164 600 zł,,"67,72 m²",1/2,2,,,,Pierwotny,,,,,2024,01.07.2022,11.05.2023,morizon-5F0109,"Mieszkanie na sprzedaż, 67 m², Warszawa Mokotów | 7688 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-bialego-debu-67m2-mzn2040647688,,,,,,,,,,,,,,,,,,Jaśminowy Mokotów,,,,,,,
1681,1 088 000 zł,,"57,97 m²",Parter/2,2,,,,Pierwotny,,,,,2024,01.07.2022,11.05.2023,morizon-5C0005,"Mieszkanie na sprzedaż, 57 m², Warszawa Mokotów | 7638 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-bialego-debu-57m2-mzn2040647638,,,,,,,,,,,,,,,,,,Jaśminowy Mokotów,,,,,,,
1682,1 084 700 zł,,"57,99 m²",Parter/2,2,,,,Pierwotny,,,,,2024,01.07.2022,11.05.2023,morizon-5B0005,"Mieszkanie na sprzedaż, 57 m², Warszawa Mokotów | 7623 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-bialego-debu-57m2-mzn2040647623,,,,,,,,,,,,,,,,,,Jaśminowy Mokotów,,,,,,,
1683,1 079 000 zł,,"49,36 m²",4/6,6,,,,Wtórny,2023-05-09,,,,1952,09.05.2023,09.05.2023,morizon-PI616971,"Mieszkanie na sprzedaż, 49 m², Warszawa Śródmieście Śródmieście Południowe | 0469 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-srodmiescie-aleja-armii-ludowej-49m2-mzn2042050469,1,1,,,,,,,,,,,,,,,,,,,,,,,
1684,1 069 500 zł,,"56,81 m²",1/2,2,,,,Pierwotny,,,,,2024,01.07.2022,11.05.2023,morizon-5D0109,"Mieszkanie na sprzedaż, 56 m², Warszawa Mokotów | 7657 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-bialego-debu-56m2-mzn2040647657,,,,,,,,,,,,,,,,,,Jaśminowy Mokotów,,,,,,,
1685,1 012 900 zł,,"53,29 m²",1/2,2,,,,Pierwotny,,,,,2024,01.07.2022,11.05.2023,morizon-5E0107,"Mieszkanie na sprzedaż, 53 m², Warszawa Mokotów | 7670 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-bialego-debu-53m2-mzn2040647670,,,,,,,,,,,,,,,,,,Jaśminowy Mokotów,,,,,,,
1686,999 900 zł,Bardzo dobry,"65,53 m²",2/4,4,Aneks,Tak,,Wtórny,2023-05-31,,Apartamentowiec,Cegła,2016,27.04.2023,27.04.2023,morizon-2192,"Mieszkanie na sprzedaż, 65 m², Warszawa Targówek | 8689 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-targowek-remiszewska-65m2-mzn2041998689,,3,Tak,,Miejskie,,,Własność,,8 m²,,,,,PCV,,,,Tak,,,,,,
1687,979 900 zł,,"53,38 m²",1/2,2,,,,Pierwotny,,,,,2024,01.07.2022,11.05.2023,morizon-5D0106,"Mieszkanie na sprzedaż, 53 m², Warszawa Mokotów | 7654 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-bialego-debu-53m2-mzn2040647654,,,,,,,,,,,,,,,,,,Jaśminowy Mokotów,,,,,,,
1688,972 000 zł,,"50,81 m²",Parter/2,2,,,,Pierwotny,,,,,2024,01.07.2022,11.05.2023,morizon-5C0001,"Mieszkanie na sprzedaż, 50 m², Warszawa Mokotów | 7634 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-bialego-debu-50m2-mzn2040647634,,,,,,,,,,,,,,,,,,Jaśminowy Mokotów,,,,,,,
1689,944 300 zł,,"47,92 m²",2/2,2,,,,Pierwotny,,,,,2024,01.07.2022,11.05.2023,morizon-5D0215,"Mieszkanie na sprzedaż, 47 m², Warszawa Mokotów | 7663 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-bialego-debu-47m2-mzn2040647663,,,,,,,,,,,,,,,,,,Jaśminowy Mokotów,,,,,,,
1690,941 700 zł,,"47,79 m²",2/2,2,,,,Pierwotny,,,,,2024,01.07.2022,11.05.2023,morizon-5E0216,"Mieszkanie na sprzedaż, 47 m², Warszawa Mokotów | 7679 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-bialego-debu-47m2-mzn2040647679,,,,,,,,,,,,,,,,,,Jaśminowy Mokotów,,,,,,,
1691,936 400 zł,,"50,69 m²",Parter/2,2,,,,Pierwotny,,,,,2024,01.07.2022,11.05.2023,morizon-5B0001,"Mieszkanie na sprzedaż, 50 m², Warszawa Mokotów | 7619 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-bialego-debu-50m2-mzn2040647619,,,,,,,,,,,,,,,,,,Jaśminowy Mokotów,,,,,,,
1692,932 900 zł,,"47,92 m²",1/2,2,,,,Pierwotny,,,,,2024,01.07.2022,11.05.2023,morizon-5D0110,"Mieszkanie na sprzedaż, 47 m², Warszawa Mokotów | 7658 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-bialego-debu-47m2-mzn2040647658,,,,,,,,,,,,,,,,,,Jaśminowy Mokotów,,,,,,,
1693,930 400 zł,,"47,79 m²",1/2,2,,,,Pierwotny,,,,,2024,01.07.2022,11.05.2023,morizon-5E0111,"Mieszkanie na sprzedaż, 47 m², Warszawa Mokotów | 7674 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-bialego-debu-47m2-mzn2040647674,,,,,,,,,,,,,,,,,,Jaśminowy Mokotów,,,,,,,
1694,895 000 zł,,"72,70 m²",5/8,8,,,,Wtórny,,,,,1978,02.05.2023,10.05.2023,morizon-JOY174993,"Mieszkanie na sprzedaż, 72 m², Warszawa Bemowo | 0116 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bemowo-gen-waleriana-czumy-72m2-mzn2041020116,,3,Tak,Na wyłączność,,,,,,,,,,,,,,,,,"52,30 m²",,,,
1695,883 800 zł,,"42,67 m²",1/2,2,,,,Pierwotny,,,,,2024,01.07.2022,11.05.2023,morizon-5C0108,"Mieszkanie na sprzedaż, 42 m², Warszawa Mokotów | 7641 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-bialego-debu-42m2-mzn2040647641,,,,,,,,,,,,,,,,,,Jaśminowy Mokotów,,,,,,,
1696,882 300 zł,,"42,72 m²",1/2,2,,,,Pierwotny,,,,,2024,01.07.2022,11.05.2023,morizon-5B0108,"Mieszkanie na sprzedaż, 42 m², Warszawa Mokotów | 7626 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-bialego-debu-42m2-mzn2040647626,,,,,,,,,,,,,,,,,,Jaśminowy Mokotów,,,,,,,
1697,880 100 zł,,"42,24 m²",Parter/2,2,,,,Pierwotny,,,,,2024,01.07.2022,11.05.2023,morizon-5D0003,"Mieszkanie na sprzedaż, 42 m², Warszawa Mokotów | 7651 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-bialego-debu-42m2-mzn2040647651,,,,,,,,,,,,,,,,,,Jaśminowy Mokotów,,,,,,,
1698,871 300 zł,,"42,69 m²",1/2,2,,,,Pierwotny,,,,,2024,01.07.2022,11.05.2023,morizon-5B0109,"Mieszkanie na sprzedaż, 42 m², Warszawa Mokotów | 7627 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-bialego-debu-42m2-mzn2040647627,,,,,,,,,,,,,,,,,,Jaśminowy Mokotów,,,,,,,
1699,857 000 zł,DO REMONTU KAPIT.,"54,90 m²",4/7,7,OTWARTA,,,Wtórny,,,KAMIENICA,CEGŁA,1956,13.05.2023,13.05.2023,morizon-114745/3877/OMS,"Mieszkanie na sprzedaż, 54 m², Warszawa Śródmieście | 7633 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-srodmiescie-swietojerska-54m2-mzn2042087633,,,,,C.O. Z SIECI MIEJSKIEJ,277 cm,1,WŁASNOŚĆ,,,,,,,,,,,,,,,,,
1700,846 095 zł,,"30,77 m²",2/15,15,ANEKS KUCHENNY,,,Wtórny,,,,,2022,12.04.2023,07.05.2023,morizon-831/14016/OMS,"Mieszkanie na sprzedaż, 30 m², Warszawa | 4880 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-siedmiogrodzka-30m2-mzn2041924880,,,,,,,1,,,,,,,,,,,,,,,,,,
1701,836 200 zł,,"45,46 m²",1/2,2,,,,Pierwotny,,,,,2024,01.07.2022,11.05.2023,morizon-5A0105,"Mieszkanie na sprzedaż, 45 m², Warszawa Mokotów | 7611 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-bialego-debu-45m2-mzn2040647611,,,,,,,,,,,,,,,,,,Jaśminowy Mokotów,,,,,,,
1702,821 100 zł,,"42,15 m²",2/2,2,,,,Pierwotny,,,,,2024,01.07.2022,11.05.2023,morizon-5F0211,"Mieszkanie na sprzedaż, 42 m², Warszawa Mokotów | 7690 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-bialego-debu-42m2-mzn2040647690,,,,,,,,,,,,,,,,,,Jaśminowy Mokotów,,,,,,,
1703,800 501 zł,,"57,59 m²",5/5,5,Aneks,,,Pierwotny,,,,,2023,01.02.2023,26.04.2023,morizon-133,"Mieszkanie na sprzedaż, 57 m², Warszawa Praga-Południe | 3443 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-praga-poludnie-grochowska-87-57m2-mzn2041573443,,,Tak,,,,1,,,"2,66 m²",,,,"7,54 m²",,,,Viva Vitolin,,,,,,,
1704,786 200 zł,,"45,39 m²",1/2,2,,,,Pierwotny,,,,,2024,01.07.2022,11.05.2023,morizon-5F0107,"Mieszkanie na sprzedaż, 45 m², Warszawa Mokotów | 7686 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-bialego-debu-45m2-mzn2040647686,,,,,,,,,,,,,,,,,,Jaśminowy Mokotów,,,,,,,
1705,784 200 zł,,"42,89 m²",Parter/2,2,,,,Pierwotny,,,,,2024,01.07.2022,11.05.2023,morizon-5A0001,"Mieszkanie na sprzedaż, 42 m², Warszawa Mokotów | 7607 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-bialego-debu-42m2-mzn2040647607,,,,,,,,,,,,,,,,,,Jaśminowy Mokotów,,,,,,,
1706,784 000 zł,,"58,93 m²",3/6,6,Aneks,Tak,,Pierwotny,,,Blok,,2023,19.04.2023,22.04.2023,morizon-658,"Mieszkanie na sprzedaż, 58 m², Warszawa Bemowo Chrzanów | 9571 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bemowo-58m2-mzn2041959571,1,,Tak,,Miejskie,267 cm,1,Własność,Surowy otwarty,"4,90 m²",,"4,27 m²",,,,,,,,,,,,,
1707,780 000 zł,,"71,20 m²",8/12,12,Widna,,,Wtórny,,,Blok,,1978,05.05.2023,08.05.2023,morizon-12143,"Mieszkanie na sprzedaż, 71 m², Warszawa Ochota Szczęśliwice | 4774 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-ochota-wladyslawa-korotynskiego-71m2-mzn2041034774,,3,Tak,,Miejskie,250 cm,,Spółdzielcze + kw,,,,,,,PCV,,,,,,,,,,
1708,775 000 zł,Bardzo dobry,"56,50 m²",2/3,3,Aneks,Tak,,Wtórny,2023-05-31,,Apartamentowiec,Cegła,2017,27.04.2023,27.04.2023,morizon-2193,"Mieszkanie na sprzedaż, 56 m², Warszawa Targówek Elsnerów | 8690 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-targowek-56m2-mzn2041998690,,2,Tak,,Miejskie,,,Własność,,"5,70 m²",,,,,PCV,,,,Tak,,,,,,
1709,772 100 zł,,"42,89 m²",Parter/2,2,,,,Pierwotny,,,,,2024,01.07.2022,11.05.2023,morizon-5F0005,"Mieszkanie na sprzedaż, 42 m², Warszawa Mokotów | 7684 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-bialego-debu-42m2-mzn2040647684,,,,,,,,,,,,,,,,,,Jaśminowy Mokotów,,,,,,,
1710,760 200 zł,,"42,79 m²",Parter/2,2,,,,Pierwotny,,,,,2024,01.07.2022,11.05.2023,morizon-5F0002,"Mieszkanie na sprzedaż, 42 m², Warszawa Mokotów | 7681 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-bialego-debu-42m2-mzn2040647681,,,,,,,,,,,,,,,,,,Jaśminowy Mokotów,,,,,,,
1711,756 800 zł,,"38,51 m²",Parter/2,2,,,,Pierwotny,,,,,2024,01.07.2022,11.05.2023,morizon-5C0003,"Mieszkanie na sprzedaż, 38 m², Warszawa Mokotów | 7636 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-bialego-debu-38m2-mzn2040647636,,,,,,,,,,,,,,,,,,Jaśminowy Mokotów,,,,,,,
1712,699 000 zł,,"49,40 m²",4/4,4,,,,Wtórny,2023-05-09,,Blok Mieszkalny,,1974,09.05.2023,09.05.2023,morizon-286223,"Mieszkanie na sprzedaż, 49 m², Warszawa Mokotów Sadyba | 9516 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-urle-49m2-mzn2042059516,1,3,,Na wyłączność,Co Miejskie,,,,,,,,,,,,,,,,,,,,
1713,690 000 zł,DOBRY,43 m²,2/3,3,Z OKNEM,,,Wtórny,,,NISKI BLOK,CEGŁA,1954,08.05.2023,15.05.2023,morizon-198/7675/OMS,"Mieszkanie na sprzedaż, 43 m², Warszawa Mokotów Stary Mokotów | 7761 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-lowicka-43m2-mzn2042057761,,,Tak,Na wyłączność,C.O. Z SIECI MIEJSKIEJ,260 cm,1,SPÓŁDZIELCZE WŁASNOŚCIOWE Z KW,,,,,,,,,,,,,,,,,
1714,670 800 zł,,"30,52 m²",Parter/2,2,,,,Pierwotny,,,,,2024,01.07.2022,11.05.2023,morizon-5F0003,"Mieszkanie na sprzedaż, 30 m², Warszawa Mokotów | 7682 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-bialego-debu-30m2-mzn2040647682,,,,,,,,,,,,,,,,,,Jaśminowy Mokotów,,,,,,,
1715,662 643 zł,,"43,31 m²",2/5,5,Aneks,,,Pierwotny,,,,,2023,01.02.2023,26.04.2023,morizon-100,"Mieszkanie na sprzedaż, 43 m², Warszawa Praga-Południe | 3439 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-praga-poludnie-grochowska-87-43m2-mzn2041573439,,,Tak,,,,1,,,"7,69 m²",,,,,,,,Viva Vitolin,,,,,,,
1716,658 454 zł,,"46,37 m²",4/5,5,Aneks,,,Pierwotny,,,,,2023,01.02.2023,26.04.2023,morizon-90,"Mieszkanie na sprzedaż, 46 m², Warszawa Praga-Południe | 3438 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-praga-poludnie-grochowska-87-46m2-mzn2041573438,,,Tak,,,,1,,,"5,23 m²",,,,,,,,Viva Vitolin,,,,,,,
1717,649 200 zł,,"33,89 m²",1/2,2,,,,Pierwotny,,,,,2024,01.07.2022,11.05.2023,morizon-5E0106,"Mieszkanie na sprzedaż, 33 m², Warszawa Mokotów | 7669 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-bialego-debu-33m2-mzn2040647669,,,,,,,,,,,,,,,,,,Jaśminowy Mokotów,,,,,,,
1718,636 000 zł,DO ODŚWIEŻENIA,50 m²,4/10,10,Z OKNEM,,,Wtórny,,,WIEŻOWIEC,WIELKA PŁYTA,1974,08.05.2023,14.05.2023,morizon-114638/3877/OMS,"Mieszkanie na sprzedaż, 50 m², Warszawa Wola | 7148 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-wola-tadeusza-krepowieckiego-50m2-mzn2042057148,,,,,C.O. Z SIECI MIEJSKIEJ,,,SPÓŁDZIELCZE WŁASNOŚCIOWE,,,,,,,,,,,,,,,,,
1719,633 696 zł,,"45,92 m²",4/5,5,Aneks,,,Pierwotny,,,,,2023,01.02.2023,26.04.2023,morizon-112,"Mieszkanie na sprzedaż, 45 m², Warszawa Praga-Południe | 3441 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-praga-poludnie-grochowska-87-45m2-mzn2041573441,,,Tak,,,,1,,,"2,16 m²",,,,,,,,Viva Vitolin,,,,,,,
1720,629 000 zł,,"45,72 m²",4/7,7,,,,Wtórny,,,Blok Mieszkalny,Konstrukcja mieszana,2022,05.05.2023,13.05.2023,morizon-KOD521756,"Mieszkanie na sprzedaż, 45 m², Warszawa Ursus | 5198 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-ursus-edwarda-habicha-45m2-mzn2041035198,,2,Tak,Na wyłączność,Co Miejskie,,,,,,,,,,,,,,,,,,,,
1721,600 000 zł,Do odnowienia,39 m²,1/5,5,Aneks kuchenny,,,Wtórny,,,Blok mieszkalny,Mieszana,1998,08.05.2023,15.05.2023,morizon-LALO324,"Mieszkanie na sprzedaż, 39 m², Warszawa Bemowo | 6263 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bemowo-bolkowska-39m2-mzn2042056263,,,Tak,Na wyłączność,Ogrzewanie miejskie,,,Własność,,,,,,,,,,,,,,,,,
1722,595 000 zł,,"60,60 m²",3/3,3,,,,Wtórny,,,Blok Mieszkalny,YTong,2001,09.05.2023,09.05.2023,morizon-359780,"Mieszkanie na sprzedaż, 60 m², Warszawa Białołęka Tarchomin | 8746 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bialoleka-poetow-60m2-mzn2042058746,,,Tak,,Co Miejskie,,,,,,,,,,,,,,,,,,,,
1723,594 000 zł,,"39,81 m²",6/6,6,Aneks,Tak,,Pierwotny,,,Blok,,2023,19.04.2023,22.04.2023,morizon-657,"Mieszkanie na sprzedaż, 39 m², Warszawa Bemowo Chrzanów | 9540 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bemowo-39m2-mzn2041959540,1,,Tak,,Miejskie,266 cm,1,Własność,Surowy otwarty,"3,50 m²",,"3,82 m²",,,,,,,,,,,,,
1724,589 000 zł,,"58,40 m²",1/5,5,,,Nie,Wtórny,2023-05-10,,Blok Mieszkalny,,1972,09.05.2023,09.05.2023,morizon-PEMS-908427,"Mieszkanie na sprzedaż, 58 m², Warszawa Praga-Południe Gocław | 9457 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-praga-poludnie-58m2-mzn2042059457,,2,Tak,,Co Miejskie,,,,,,,,,,,,,,,,,,,,
1725,583 184 zł,,"45,92 m²",2/5,5,Aneks,,,Pierwotny,,,,,2023,01.02.2023,26.04.2023,morizon-62,"Mieszkanie na sprzedaż, 45 m², Warszawa Praga-Południe | 3437 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-praga-poludnie-grochowska-87-45m2-mzn2041573437,,,Tak,,,,1,,,"2,16 m²",,,,,,,,Viva Vitolin,,,,,,,
1726,578 000 zł,,"30,17 m²",Parter/2,2,,,,Pierwotny,,,,,2024,01.07.2022,11.05.2023,morizon-5E0005,"Mieszkanie na sprzedaż, 30 m², Warszawa Mokotów | 7668 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-bialego-debu-30m2-mzn2040647668,,,,,,,,,,,,,,,,,,Jaśminowy Mokotów,,,,,,,
1727,558 000 zł,DO REMONTU KAPIT.,59 m²,3/8,8,ODDZIELNA,,,Wtórny,,,WIEŻOWIEC,WIELKA PŁYTA,1989,09.05.2023,15.05.2023,morizon-20926/317/OMS,"Mieszkanie na sprzedaż, 59 m², Warszawa Praga-Południe Gocław | 9728 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-praga-poludnie-tadeusza-kotarbinskiego-59m2-mzn2042059728,,,Tak,,C.O. Z SIECI MIEJSKIEJ,260 cm,1,SPÓŁDZIELCZE WŁASNOŚCIOWE,,,,,,,,,,,,,,,,,
1728,549 000 zł,,"51,88 m²",2/3,3,,,,Wtórny,2023-05-10,,Kamienica,Cegła,1957,10.05.2023,10.05.2023,morizon-KOD807808,"Mieszkanie na sprzedaż, 51 m², Warszawa Praga-Południe | 0984 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-praga-poludnie-osowska-51m2-mzn2042060984,,1,,Na wyłączność,Co Miejskie,,,,,,,,,,,,,,,,,,,,
1729,546 448 zł,,"45,92 m²",1/5,5,Aneks,,,Pierwotny,,,,,2023,01.02.2023,26.04.2023,morizon-37,"Mieszkanie na sprzedaż, 45 m², Warszawa Praga-Południe | 3433 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-praga-poludnie-grochowska-87-45m2-mzn2041573433,,,Tak,,,,1,,,"2,29 m²",,,,,,,,Viva Vitolin,,,,,,,
1730,529 000 zł,,"45,36 m²",1/4,4,,,,Wtórny,,,Blok Mieszkalny,Rama H,1975,28.04.2023,28.04.2023,morizon-N442759,"Mieszkanie na sprzedaż, 45 m², Warszawa Targówek | 0735 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-targowek-goscieradowska-45m2-mzn2041000735,1,1,Tak,Na wyłączność,Co Miejskie,,,,,,,,,,,,,,,,,,,,
1731,514 300 zł,,"26,01 m²",Parter/2,2,,,,Pierwotny,,,,,2024,01.07.2022,11.05.2023,morizon-5A0004,"Mieszkanie na sprzedaż, 26 m², Warszawa Mokotów | 7610 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-bialego-debu-26m2-mzn2040647610,,,,,,,,,,,,,,,,,,Jaśminowy Mokotów,,,,,,,
1732,513 300 zł,,"26,03 m²",Parter/2,2,,,,Pierwotny,,,,,2024,01.07.2022,11.05.2023,morizon-5F0001,"Mieszkanie na sprzedaż, 26 m², Warszawa Mokotów | 7680 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-mokotow-bialego-debu-26m2-mzn2040647680,,,,,,,,,,,,,,,,,,Jaśminowy Mokotów,,,,,,,
1733,511 708 zł,,"58,99 m²",1/2,2,Aneks,Tak,,Pierwotny,,,Blok,,2023,20.04.2023,22.04.2023,morizon-660,"Mieszkanie na sprzedaż, 58 m², Warszawa Białołęka | 9976 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bialoleka-58m2-mzn2041959976,1,,Tak,,Miejskie,265 cm,2,Własność,Surowy zamknięty,"8,85 m²",,"4,95 m²",,,,,,,,,,,,,
1734,472 049 zł,,"52,70 m²",2/2,2,Aneks,Tak,,Pierwotny,,,Blok,,2023,20.04.2023,22.04.2023,morizon-661,"Mieszkanie na sprzedaż, 52 m², Warszawa Białołęka | 9978 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bialoleka-52m2-mzn2041959978,1,,Tak,,Miejskie,265 cm,2,Własność,Surowy zamknięty,"8,85 m²",,"5,63 m²",,,,,,,,,,,,,
1735,426 799 zł,,"42,11 m²",2/2,2,Aneks,Tak,,Pierwotny,,,Blok,,2023,20.04.2023,22.04.2023,morizon-659,"Mieszkanie na sprzedaż, 42 m², Warszawa Białołęka | 9975 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-bialoleka-42m2-mzn2041959975,1,,Tak,,Miejskie,265 cm,1,Własność,Surowy zamknięty,"4,40 m²",,"5,56 m²",,,,,,,,,,,,,
1736,355 000 zł,,17 m²,1/4,4,,,,Wtórny,2023-05-09,,Blok Mieszkalny,Cegła,1969,09.05.2023,11.05.2023,morizon-SDP332632,"Mieszkanie na sprzedaż, 17 m², Warszawa Ochota | 0242 | Morizon.pl",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-warszawa-ochota-stefana-baleya-17m2-mzn2042050242,1,,,,Co Miejskie,,,,,,,,,,,,,,,,,,,,
